Prefix,Name
45.68.34.0/24,PIT Honduras-v4
45.68.38.0/24,PIT Quito IPv4
45.68.40.0/24,STIX.DO-v4
45.68.48.0/24,PIT.GT v4
45.68.5.0/24,GTIX-v4
45.68.52.0/22,IX CDE
45.68.56.0/22,IX ANDESPARK PERÚ SAC.
45.68.60.0/23,PIT-Dominican-v4
45.68.68.0/24,NIX Monterrey_v4
45.68.88.0/24,NAPVE_v4
45.71.10.0/24,PIT Temuco v4
45.71.11.0/24,PIT Osorno v4
45.71.9.0/24,PITChile Concepcion v4
45.94.12.0/23,SAIX public v4
5.57.80.0/22,LoNAP
51.254.27.80/28,SBIX-London-v4
58.181.127.0/24,PIE-v4
58.84.254.0/23,Echigo-IX
61.19.60.0/23,THIX-v4
62.69.146.0/23,ECIX-FRA
64.191.232.0/22,Equinix São Paulo
77.241.206.0/24,Balt-IX v4
77.69.248.0/24,MN-IX
77.95.71.0/24,GrenoblIX
80.249.208.0/21,AMS-IX v4
80.81.192.0/21,DE-CIX Frankfurt v4
80.81.200.0/24,IPv4 Multicast
80.81.203.0/24,DE-CIX Hamburg v4
80.97.248.0/24,Balcan-IX
81.201.48.192/26,NFX.CZ
81.21.98.0/24,CAIX
82.117.167.0/25,TSK-IX
82.193.63.0/24,FVG-IX IPv4
84.252.106.0/24,AqabaIX-IPv4
86.104.125.0/24,InterLAN-IX v4
87.108.41.96/27,Equinix Barcelona
89.46.144.0/21,EPIX.Warszawa-KIX v4
91.194.218.0/24,R_iX v4
91.198.176.0/24,FIXO IPv4
91.203.127.0/24,YAR-IX
91.206.52.0/23,SwissIX
91.210.16.0/22,NIX
91.212.235.0/24,Mega IX Sofia v4
91.213.236.0/24,TouIX
91.216.67.0/24,FR-IX 75v4
91.217.231.0/24,IXLeedsv4-1500
91.218.4.0/24,ARMIXv4
91.220.194.0/24,SIX
91.221.180.0/23,SFO-IX
91.230.65.0/24,NNOV-IX
91.232.229.0/24,Rheintal IX v4
91.234.18.0/24,IXLeedsv4-9000
91.240.225.0/24,Sea-IX v4
92.119.248.0/22,ITI-IX
92.60.70.0/24,MiNAP
93.159.151.0/24,CIX v4
95.140.128.0/23,NAP VSix IPv4
96.9.145.0/24,OM-IX-v4
